ID Cliente,meses_consecutivos,Categoria
1469,24,Diamante
1470,24,Diamante
1471,24,Diamante
1472,24,Diamante
1473,0,Inactivo
1474,24,Diamante
1475,21,Diamante
1476,24,Diamante
1477,24,Diamante
1478,24,Diamante
1479,0,Inactivo
1480,24,Diamante
1481,24,Diamante
1482,24,Diamante
1483,24,Diamante
1484,24,Diamante
1485,24,Diamante
1486,24,Diamante
1487,0,Inactivo
1488,24,Diamante
1489,24,Diamante
1490,24,Diamante
1491,0,Inactivo
1492,24,Diamante
1493,24,Diamante
1494,24,Diamante
1495,24,Diamante
1496,24,Diamante
1497,24,Diamante
1498,24,Diamante
1499,24,Diamante
1500,24,Diamante
1501,24,Diamante
1502,24,Diamante
1503,24,Diamante
1504,24,Diamante
1505,24,Diamante
1506,24,Diamante
1507,24,Diamante
1508,24,Diamante
1509,9,Esmeralda
1510,24,Diamante
1511,24,Diamante
1512,24,Diamante
1513,24,Diamante
1514,24,Diamante
1515,24,Diamante
1516,24,Diamante
1517,0,Inactivo
1518,24,Diamante
1519,0,Inactivo
1520,24,Diamante
1521,24,Diamante
1522,0,Inactivo
1523,24,Diamante
1524,24,Diamante
1525,24,Diamante
1526,24,Diamante
1527,24,Diamante
1528,24,Diamante
1529,24,Diamante
1530,24,Diamante
1531,0,Inactivo
1532,24,Diamante
1533,24,Diamante
1534,24,Diamante
1535,24,Diamante
1536,24,Diamante
1537,24,Diamante
1538,24,Diamante
1539,24,Diamante
1540,24,Diamante
1541,24,Diamante
1542,24,Diamante
1543,24,Diamante
1544,24,Diamante
1545,24,Diamante
1546,24,Diamante
1547,0,Inactivo
1548,24,Diamante
1549,24,Diamante
1550,24,Diamante
1551,24,Diamante
1552,0,Inactivo
1553,24,Diamante
1554,24,Diamante
1555,24,Diamante
1556,24,Diamante
1557,24,Diamante
1558,24,Diamante
1559,24,Diamante
1560,24,Diamante
1561,24,Diamante
1562,24,Diamante
1563,0,Inactivo
1564,24,Diamante
1565,0,Inactivo
1566,24,Diamante
1567,24,Diamante
1568,0,Inactivo
1569,24,Diamante
1570,0,Inactivo
1571,24,Diamante
1572,24,Diamante
1573,24,Diamante
1574,24,Diamante
1575,24,Diamante
1576,24,Diamante
1577,24,Diamante
1578,1,Bronce
1579,24,Diamante
1580,24,Diamante
1581,24,Diamante
1582,24,Diamante
1583,21,Diamante
1584,24,Diamante
1585,24,Diamante
1586,0,Inactivo
1587,24,Diamante
1588,24,Diamante
1589,24,Diamante
1590,24,Diamante
1591,24,Diamante
1592,24,Diamante
1593,0,Inactivo
1594,24,Diamante
1595,24,Diamante
1596,24,Diamante
1597,24,Diamante
1598,24,Diamante
1599,24,Diamante
1600,24,Diamante
1601,24,Diamante
1602,24,Diamante
1603,24,Diamante
1604,24,Diamante
1605,24,Diamante
1606,24,Diamante
1607,0,Inactivo
1608,24,Diamante
1609,24,Diamante
1610,0,Inactivo
1611,24,Diamante
1612,24,Diamante
1613,24,Diamante
1614,24,Diamante
1615,24,Diamante
1616,24,Diamante
1617,24,Diamante
1618,24,Diamante
1619,0,Inactivo
1620,24,Diamante
1621,24,Diamante
1622,24,Diamante
1623,24,Diamante
1624,24,Diamante
1625,24,Diamante
1626,24,Diamante
1627,24,Diamante
1628,24,Diamante
1629,24,Diamante
1630,0,Inactivo
1631,24,Diamante
1632,24,Diamante
1633,24,Diamante
1634,24,Diamante
1635,24,Diamante
1636,24,Diamante
1637,0,Inactivo
1638,24,Diamante
1639,24,Diamante
1640,24,Diamante
1641,24,Diamante
1642,24,Diamante
1643,24,Diamante
1644,24,Diamante
1645,24,Diamante
1646,24,Diamante
1647,24,Diamante
1648,24,Diamante
1649,24,Diamante
1650,24,Diamante
1651,24,Diamante
1652,24,Diamante
1653,24,Diamante
1654,0,Inactivo
1655,24,Diamante
1656,24,Diamante
1657,0,Inactivo
1658,24,Diamante
1659,24,Diamante
1660,24,Diamante
1661,0,Inactivo
1662,0,Inactivo
1663,24,Diamante
1664,24,Diamante
1665,24,Diamante
1666,24,Diamante
1667,24,Diamante
1668,24,Diamante
1669,24,Diamante
1670,24,Diamante
1671,0,Inactivo
1672,24,Diamante
1673,24,Diamante
1674,24,Diamante
1675,24,Diamante
1676,24,Diamante
1677,24,Diamante
1678,24,Diamante
1679,24,Diamante
1680,24,Diamante
1681,24,Diamante
1682,0,Inactivo
1683,0,Inactivo
1684,0,Inactivo
1685,0,Inactivo
1686,24,Diamante
1687,0,Inactivo
1688,0,Inactivo
1689,0,Inactivo
1690,24,Diamante
1691,24,Diamante
1692,24,Diamante
1693,24,Diamante
1694,24,Diamante
1695,24,Diamante
1696,24,Diamante
1697,24,Diamante
1698,24,Diamante
1699,24,Diamante
1700,24,Diamante
1701,24,Diamante
1702,24,Diamante
1703,24,Diamante
1704,24,Diamante
1705,24,Diamante
1706,24,Diamante
1707,24,Diamante
1708,0,Inactivo
1709,24,Diamante
1710,24,Diamante
1711,24,Diamante
1712,24,Diamante
1713,24,Diamante
1714,24,Diamante
1715,0,Inactivo
1716,24,Diamante
1717,2,Bronce
1718,24,Diamante
1719,0,Inactivo
1720,24,Diamante
1721,24,Diamante
1722,0,Inactivo
1723,24,Diamante
1724,24,Diamante
1725,24,Diamante
1726,24,Diamante
1727,0,Inactivo
1728,24,Diamante
1729,24,Diamante
1730,24,Diamante
1731,24,Diamante
1732,24,Diamante
1733,24,Diamante
1734,24,Diamante
1735,24,Diamante
1736,24,Diamante
1737,0,Inactivo
1738,24,Diamante
1739,24,Diamante
1740,24,Diamante
1741,24,Diamante
1742,24,Diamante
1743,0,Inactivo
1744,0,Inactivo
1745,24,Diamante
1746,0,Inactivo
1747,24,Diamante
1748,0,Inactivo
1749,0,Inactivo
1750,24,Diamante
1751,24,Diamante
1752,24,Diamante
1753,0,Inactivo
1754,24,Diamante
1755,24,Diamante
1756,24,Diamante
1757,24,Diamante
1758,24,Diamante
1759,0,Inactivo
1760,0,Inactivo
1761,24,Diamante
1762,10,Esmeralda
1763,24,Diamante
1764,24,Diamante
1765,0,Inactivo
1766,24,Diamante
1767,24,Diamante
1768,24,Diamante
1769,24,Diamante
1770,24,Diamante
1771,24,Diamante
1772,0,Inactivo
1773,24,Diamante
1774,24,Diamante
1775,24,Diamante
1776,24,Diamante
1777,24,Diamante
1778,24,Diamante
1779,24,Diamante
1780,24,Diamante
1781,0,Inactivo
1782,0,Inactivo
1783,24,Diamante
1784,24,Diamante
1785,24,Diamante
1786,24,Diamante
1787,24,Diamante
1788,24,Diamante
1789,24,Diamante
1790,24,Diamante
1791,24,Diamante
1792,8,Oro
1793,0,Inactivo
1794,24,Diamante
1795,24,Diamante
1796,18,Diamante
1797,24,Diamante
1798,24,Diamante
1799,24,Diamante
1800,24,Diamante
1801,24,Diamante
1802,24,Diamante
1803,0,Inactivo
1804,24,Diamante
1805,0,Inactivo
1806,24,Diamante
1807,24,Diamante
1808,24,Diamante
1809,24,Diamante
1810,24,Diamante
1811,24,Diamante
1812,24,Diamante
1813,24,Diamante
1814,24,Diamante
1815,24,Diamante
1816,24,Diamante
1817,24,Diamante
1818,24,Diamante
1819,24,Diamante
1820,24,Diamante
1821,24,Diamante
1822,24,Diamante
1823,24,Diamante
1824,0,Inactivo
1825,24,Diamante
1826,0,Inactivo
1827,24,Diamante
1828,24,Diamante
1829,24,Diamante
1830,24,Diamante
1831,24,Diamante
1832,24,Diamante
1833,24,Diamante
1834,24,Diamante
1835,24,Diamante
1836,24,Diamante
1837,0,Inactivo
1838,24,Diamante
1839,24,Diamante
1840,24,Diamante
1841,24,Diamante
1842,24,Diamante
1843,0,Inactivo
1844,24,Diamante
1845,24,Diamante
1846,24,Diamante
1847,24,Diamante
1848,24,Diamante
1849,24,Diamante
1850,24,Diamante
1851,24,Diamante
1852,24,Diamante
1853,24,Diamante
1854,24,Diamante
1855,24,Diamante
1856,0,Inactivo
1857,0,Inactivo
1858,24,Diamante
1859,24,Diamante
1860,24,Diamante
1861,24,Diamante
1862,24,Diamante
1863,24,Diamante
1864,24,Diamante
1865,24,Diamante
1866,24,Diamante
1867,24,Diamante
1868,24,Diamante
1869,24,Diamante
1870,24,Diamante
1871,24,Diamante
1872,24,Diamante
1873,24,Diamante
1874,24,Diamante
1875,0,Inactivo
1876,24,Diamante
1877,24,Diamante
1878,24,Diamante
1879,24,Diamante
1880,0,Inactivo
1881,24,Diamante
1882,24,Diamante
1883,24,Diamante
1884,24,Diamante
1885,24,Diamante
1886,24,Diamante
1887,24,Diamante
1888,0,Inactivo
1889,24,Diamante
1890,24,Diamante
1891,24,Diamante
1892,24,Diamante
1893,0,Inactivo
1894,0,Inactivo
1895,24,Diamante
1896,24,Diamante
1897,24,Diamante
1898,24,Diamante
1899,24,Diamante
1900,24,Diamante
1901,24,Diamante
1902,24,Diamante
1903,24,Diamante
1904,24,Diamante
1905,0,Inactivo
1906,24,Diamante
1907,0,Inactivo
1908,24,Diamante
1909,24,Diamante
1910,24,Diamante
1911,24,Diamante
1912,24,Diamante
1913,24,Diamante
1914,24,Diamante
1915,0,Inactivo
1916,24,Diamante
1917,24,Diamante
1918,0,Inactivo
1919,24,Diamante
1920,0,Inactivo
1921,0,Inactivo
1922,24,Diamante
1923,24,Diamante
1924,24,Diamante
1925,24,Diamante
1926,24,Diamante
1927,8,Oro
1928,0,Inactivo
1929,0,Inactivo
1930,24,Diamante
1931,24,Diamante
1932,24,Diamante
1933,24,Diamante
1934,24,Diamante
1935,24,Diamante
1936,24,Diamante
1937,24,Diamante
1938,24,Diamante
1939,24,Diamante
1940,0,Inactivo
1941,24,Diamante
1942,24,Diamante
1943,24,Diamante
1944,24,Diamante
1945,24,Diamante
1946,24,Diamante
1947,0,Inactivo
1948,24,Diamante
1949,0,Inactivo
1950,0,Inactivo
1951,24,Diamante
1952,24,Diamante
1953,0,Inactivo
1954,24,Diamante
1955,24,Diamante
1956,24,Diamante
1957,0,Inactivo
1958,24,Diamante
1959,0,Inactivo
1960,24,Diamante
1961,24,Diamante
1962,24,Diamante
1963,0,Inactivo
1964,24,Diamante
1965,0,Inactivo
1966,24,Diamante
1967,24,Diamante
1968,24,Diamante
1969,24,Diamante
1970,24,Diamante
1971,24,Diamante
1972,24,Diamante
1973,24,Diamante
1974,0,Inactivo
1975,24,Diamante
1976,24,Diamante
1977,24,Diamante
1978,24,Diamante
1979,0,Inactivo
1980,24,Diamante
1981,0,Inactivo
1982,24,Diamante
1983,0,Inactivo
1984,24,Diamante
1985,24,Diamante
1986,24,Diamante
1987,0,Inactivo
1988,24,Diamante
1989,24,Diamante
1990,24,Diamante
1991,0,Inactivo
1992,24,Diamante
1993,24,Diamante
1994,24,Diamante
1995,24,Diamante
1996,0,Inactivo
1997,24,Diamante
1998,24,Diamante
1999,24,Diamante
2000,0,Inactivo
2001,24,Diamante
2002,0,Inactivo
2003,24,Diamante
2004,0,Inactivo
2005,24,Diamante
2006,0,Inactivo
2007,24,Diamante
2008,0,Inactivo
2009,24,Diamante
2010,24,Diamante
2011,5,Plata
2012,24,Diamante
2013,24,Diamante
2014,24,Diamante
2015,24,Diamante
2016,24,Diamante
2017,24,Diamante
2018,0,Inactivo
2019,24,Diamante
2020,0,Inactivo
2021,24,Diamante
2022,24,Diamante
2023,24,Diamante
2024,0,Inactivo
2025,24,Diamante
2026,24,Diamante
2027,24,Diamante
2028,24,Diamante
2029,24,Diamante
2030,24,Diamante
2031,24,Diamante
2033,16,Diamante
2034,0,Inactivo
2035,24,Diamante
2036,24,Diamante
2037,0,Inactivo
2038,0,Inactivo
2039,24,Diamante
2040,24,Diamante
2041,24,Diamante
2042,0,Inactivo
2043,24,Diamante
2044,24,Diamante
2045,24,Diamante
2046,24,Diamante
2047,24,Diamante
2048,24,Diamante
2049,24,Diamante
2050,0,Inactivo
2051,0,Inactivo
2052,24,Diamante
2053,24,Diamante
2054,24,Diamante
2055,0,Inactivo
2056,24,Diamante
2057,24,Diamante
2058,24,Diamante
2059,0,Inactivo
2060,0,Inactivo
2061,24,Diamante
2062,24,Diamante
2063,24,Diamante
2064,24,Diamante
2065,24,Diamante
2066,24,Diamante
2067,24,Diamante
2068,19,Diamante
2069,0,Inactivo
2070,24,Diamante
2071,24,Diamante
2072,0,Inactivo
2073,0,Inactivo
2074,24,Diamante
2075,0,Inactivo
2076,24,Diamante
2077,24,Diamante
2078,24,Diamante
2079,24,Diamante
2080,24,Diamante
2081,24,Diamante
2082,24,Diamante
2083,0,Inactivo
2084,24,Diamante
2085,24,Diamante
2086,0,Inactivo
2087,0,Inactivo
2088,24,Diamante
2089,24,Diamante
2090,24,Diamante
2091,24,Diamante
2092,24,Diamante
2093,0,Inactivo
2094,24,Diamante
2095,24,Diamante
2096,24,Diamante
2097,0,Inactivo
2098,0,Inactivo
2099,24,Diamante
2100,24,Diamante
2101,0,Inactivo
2102,24,Diamante
2103,24,Diamante
2104,24,Diamante
2105,24,Diamante
2106,0,Inactivo
2107,0,Inactivo
2108,24,Diamante
2109,24,Diamante
2110,0,Inactivo
2111,24,Diamante
2112,10,Esmeralda
2113,0,Inactivo
2114,24,Diamante
2115,0,Inactivo
2116,18,Diamante
2117,24,Diamante
2118,0,Inactivo
2119,0,Inactivo
2120,24,Diamante
2121,24,Diamante
2122,0,Inactivo
2123,24,Diamante
2124,24,Diamante
2125,24,Diamante
2126,0,Inactivo
2127,24,Diamante
2128,24,Diamante
2129,24,Diamante
2130,24,Diamante
2131,24,Diamante
2132,24,Diamante
2133,24,Diamante
2134,0,Inactivo
2135,24,Diamante
2136,24,Diamante
2137,24,Diamante
2138,24,Diamante
2139,0,Inactivo
2140,24,Diamante
2141,24,Diamante
2142,24,Diamante
2143,24,Diamante
2144,24,Diamante
2145,24,Diamante
2146,0,Inactivo
2147,24,Diamante
2148,24,Diamante
2149,24,Diamante
2150,24,Diamante
2151,24,Diamante
2152,24,Diamante
2153,24,Diamante
2154,24,Diamante
2155,0,Inactivo
2156,24,Diamante
2157,24,Diamante
2158,24,Diamante
2159,24,Diamante
2160,24,Diamante
2161,24,Diamante
2162,24,Diamante
2163,24,Diamante
2164,24,Diamante
2165,24,Diamante
2166,24,Diamante
2167,24,Diamante
2168,24,Diamante
2169,24,Diamante
2170,24,Diamante
2171,0,Inactivo
2172,24,Diamante
2173,0,Inactivo
2174,24,Diamante
2175,0,Inactivo
2176,17,Diamante
2177,24,Diamante
2178,24,Diamante
2179,0,Inactivo
2180,0,Inactivo
2181,24,Diamante
2182,24,Diamante
2183,24,Diamante
2184,24,Diamante
2185,24,Diamante
2186,0,Inactivo
2187,24,Diamante
2188,24,Diamante
2189,24,Diamante
2190,0,Inactivo
2191,24,Diamante
2192,24,Diamante
2193,24,Diamante
2194,18,Diamante
2195,24,Diamante
2196,0,Inactivo
2197,22,Diamante
2198,24,Diamante
2199,24,Diamante
2200,24,Diamante
2201,24,Diamante
2202,24,Diamante
2203,0,Inactivo
2204,24,Diamante
2205,24,Diamante
2206,24,Diamante
2207,0,Inactivo
2208,24,Diamante
2209,24,Diamante
2210,24,Diamante
2211,24,Diamante
2212,24,Diamante
2213,24,Diamante
2214,24,Diamante
2215,24,Diamante
2216,24,Diamante
2217,0,Inactivo
2218,0,Inactivo
2219,24,Diamante
2220,0,Inactivo
2221,24,Diamante
2222,24,Diamante
2223,0,Inactivo
2224,24,Diamante
2225,0,Inactivo
2226,24,Diamante
2227,24,Diamante
2228,24,Diamante
2229,24,Diamante
2230,24,Diamante
2231,24,Diamante
2232,0,Inactivo
2233,24,Diamante
2234,24,Diamante
2235,2,Bronce
2236,24,Diamante
2237,24,Diamante
2238,24,Diamante
2239,24,Diamante
2240,24,Diamante
2241,24,Diamante
2242,24,Diamante
2243,24,Diamante
2244,24,Diamante
2245,24,Diamante
2246,24,Diamante
2247,24,Diamante
2248,24,Diamante
2249,0,Inactivo
2250,0,Inactivo
2251,24,Diamante
2252,0,Inactivo
2253,24,Diamante
2254,24,Diamante
2255,24,Diamante
2256,24,Diamante
2257,24,Diamante
2258,24,Diamante
2259,24,Diamante
2260,0,Inactivo
2261,24,Diamante
2262,0,Inactivo
2263,24,Diamante
2264,24,Diamante
2265,24,Diamante
2266,0,Inactivo
2267,24,Diamante
2268,24,Diamante
2269,24,Diamante
2270,24,Diamante
2271,24,Diamante
2272,0,Inactivo
2273,24,Diamante
2274,0,Inactivo
2275,0,Inactivo
2276,24,Diamante
2277,24,Diamante
2278,24,Diamante
2279,24,Diamante
2280,24,Diamante
2281,0,Inactivo
2282,24,Diamante
2283,24,Diamante
2284,24,Diamante
2285,24,Diamante
2286,24,Diamante
2287,2,Bronce
2288,24,Diamante
2289,0,Inactivo
2290,24,Diamante
2291,24,Diamante
2292,24,Diamante
2293,24,Diamante
2294,24,Diamante
2295,24,Diamante
2296,0,Inactivo
2297,24,Diamante
2298,24,Diamante
2299,24,Diamante
2300,24,Diamante
2301,24,Diamante
2302,24,Diamante
2303,24,Diamante
2304,24,Diamante
2305,0,Inactivo
2306,24,Diamante
2307,24,Diamante
2308,24,Diamante
2309,0,Inactivo
2310,24,Diamante
2311,0,Inactivo
2312,0,Inactivo
2313,24,Diamante
2314,24,Diamante
2315,0,Inactivo
2316,0,Inactivo
2317,24,Diamante
2318,24,Diamante
2319,24,Diamante
2320,24,Diamante
2321,24,Diamante
2322,24,Diamante
2323,24,Diamante
2324,24,Diamante
2325,24,Diamante
2326,24,Diamante
2327,24,Diamante
2328,24,Diamante
2329,24,Diamante
2330,24,Diamante
2331,24,Diamante
2332,0,Inactivo
2333,24,Diamante
2334,24,Diamante
2335,24,Diamante
2336,24,Diamante
2337,24,Diamante
2338,24,Diamante
2339,24,Diamante
2340,24,Diamante
2341,0,Inactivo
2342,0,Inactivo
2343,0,Inactivo
2344,24,Diamante
2345,24,Diamante
2346,24,Diamante
2347,24,Diamante
2348,24,Diamante
2349,24,Diamante
2350,24,Diamante
2351,24,Diamante
2352,24,Diamante
2353,0,Inactivo
2354,24,Diamante
2355,24,Diamante
2356,0,Inactivo
2357,0,Inactivo
2358,24,Diamante
2359,24,Diamante
2360,14,Diamante
2361,24,Diamante
2362,0,Inactivo
2363,24,Diamante
2364,24,Diamante
2365,24,Diamante
2366,0,Inactivo
2367,0,Inactivo
2368,0,Inactivo
2369,24,Diamante
2370,0,Inactivo
2371,24,Diamante
2372,24,Diamante
2373,24,Diamante
2374,24,Diamante
2375,0,Inactivo
2376,24,Diamante
2377,24,Diamante
2378,24,Diamante
2379,24,Diamante
2380,24,Diamante
2381,24,Diamante
2382,24,Diamante
2383,24,Diamante
2384,24,Diamante
2385,24,Diamante
2386,24,Diamante
2387,24,Diamante
2388,0,Inactivo
2389,24,Diamante
2390,0,Inactivo
2391,24,Diamante
2392,24,Diamante
2393,24,Diamante
2394,0,Inactivo
2395,24,Diamante
2396,24,Diamante
2397,24,Diamante
2398,24,Diamante
2399,24,Diamante
2400,24,Diamante
2401,24,Diamante
2402,24,Diamante
2403,0,Inactivo
2404,24,Diamante
2405,24,Diamante
2406,24,Diamante
2407,24,Diamante
2408,24,Diamante
2409,24,Diamante
2410,24,Diamante
2411,24,Diamante
2412,24,Diamante
2413,24,Diamante
2414,24,Diamante
2415,0,Inactivo
2416,24,Diamante
2417,24,Diamante
2418,24,Diamante
2419,24,Diamante
2420,24,Diamante
2421,13,Diamante
2422,24,Diamante
2423,24,Diamante
2424,24,Diamante
2425,24,Diamante
2426,24,Diamante
2427,24,Diamante
2428,24,Diamante
2429,24,Diamante
2430,0,Inactivo
2431,24,Diamante
2432,24,Diamante
2433,0,Inactivo
2434,24,Diamante
2435,24,Diamante
2436,0,Inactivo
2437,0,Inactivo
2438,0,Inactivo
2439,24,Diamante
2440,24,Diamante
2441,0,Inactivo
2442,0,Inactivo
2443,0,Inactivo
2444,24,Diamante
2445,24,Diamante
2446,0,Inactivo
2447,24,Diamante
2448,24,Diamante
2449,24,Diamante
2450,24,Diamante
2451,24,Diamante
2452,24,Diamante
2453,24,Diamante
2454,0,Inactivo
2455,24,Diamante
2456,24,Diamante
2457,24,Diamante
2458,24,Diamante
2459,24,Diamante
2460,24,Diamante
2461,24,Diamante
2462,4,Plata
2463,24,Diamante
2464,24,Diamante
2465,24,Diamante
2466,24,Diamante
2467,24,Diamante
2468,0,Inactivo
2469,0,Inactivo
2470,0,Inactivo
2471,24,Diamante
2472,24,Diamante
2473,24,Diamante
2474,24,Diamante
2475,24,Diamante
2476,0,Inactivo
2477,0,Inactivo
2478,24,Diamante
2479,0,Inactivo
2480,0,Inactivo
2481,24,Diamante
2482,24,Diamante
2483,24,Diamante
2484,0,Inactivo
2485,24,Diamante
2486,24,Diamante
2487,24,Diamante
2488,24,Diamante
2489,24,Diamante
2490,24,Diamante
2491,24,Diamante
2492,24,Diamante
2493,24,Diamante
2494,24,Diamante
2495,0,Inactivo
2496,24,Diamante
2497,24,Diamante
2498,24,Diamante
2499,24,Diamante
2500,1,Bronce
2501,0,Inactivo
2502,24,Diamante
2503,0,Inactivo
2504,24,Diamante
2505,24,Diamante
2506,24,Diamante
2507,24,Diamante
2508,24,Diamante
2509,24,Diamante
2510,0,Inactivo
2511,24,Diamante
2512,0,Inactivo
2513,24,Diamante
2514,24,Diamante
2515,24,Diamante
2516,24,Diamante
2517,24,Diamante
2518,24,Diamante
2519,24,Diamante
2520,24,Diamante
2521,24,Diamante
2522,24,Diamante
2523,24,Diamante
2524,24,Diamante
2525,24,Diamante
2526,0,Inactivo
2527,0,Inactivo
2528,0,Inactivo
2529,0,Inactivo
2530,0,Inactivo
2531,24,Diamante
2532,24,Diamante
2533,24,Diamante
2534,24,Diamante
2535,24,Diamante
2536,12,Diamante
2537,24,Diamante
2538,24,Diamante
2539,0,Inactivo
2540,24,Diamante
2541,24,Diamante
2542,0,Inactivo
2543,0,Inactivo
2544,0,Inactivo
2545,24,Diamante
2546,0,Inactivo
2547,24,Diamante
2548,24,Diamante
2549,24,Diamante
2550,0,Inactivo
2551,8,Oro
2552,24,Diamante
2553,0,Inactivo
2554,24,Diamante
2555,24,Diamante
2556,24,Diamante
2557,0,Inactivo
2558,0,Inactivo
2559,24,Diamante
2560,24,Diamante
2561,24,Diamante
2562,24,Diamante
2563,24,Diamante
2564,24,Diamante
2565,0,Inactivo
2566,0,Inactivo
2567,24,Diamante
2568,11,Esmeralda
2569,24,Diamante
2570,24,Diamante
2571,24,Diamante
2572,0,Inactivo
2573,24,Diamante
2574,24,Diamante
2575,24,Diamante
2576,0,Inactivo
2577,0,Inactivo
2578,0,Inactivo
2579,24,Diamante
2580,24,Diamante
2581,0,Inactivo
2582,0,Inactivo
2583,24,Diamante
2584,24,Diamante
2585,24,Diamante
2586,24,Diamante
2587,24,Diamante
2588,24,Diamante
2589,24,Diamante
2590,24,Diamante
2591,15,Diamante
2592,24,Diamante
2593,24,Diamante
2594,24,Diamante
2595,24,Diamante
2596,24,Diamante
2597,0,Inactivo
2598,0,Inactivo
2599,24,Diamante
2600,24,Diamante
2601,24,Diamante
2602,24,Diamante
2603,0,Inactivo
2604,24,Diamante
2605,24,Diamante
2606,24,Diamante
2607,24,Diamante
2608,24,Diamante
2609,24,Diamante
2610,0,Inactivo
2611,0,Inactivo
2612,14,Diamante
2613,24,Diamante
2614,24,Diamante
2615,24,Diamante
2616,24,Diamante
2617,0,Inactivo
2618,24,Diamante
2619,15,Diamante
2620,24,Diamante
2621,24,Diamante
2622,24,Diamante
2623,24,Diamante
2624,0,Inactivo
2625,24,Diamante
2626,24,Diamante
2627,24,Diamante
2628,24,Diamante
2629,0,Inactivo
2630,0,Inactivo
2631,24,Diamante
2632,24,Diamante
2633,24,Diamante
2634,0,Inactivo
2635,0,Inactivo
2636,5,Plata
2637,0,Inactivo
2638,24,Diamante
2639,0,Inactivo
2640,24,Diamante
2641,24,Diamante
2642,0,Inactivo
2643,24,Diamante
2644,0,Inactivo
2645,0,Inactivo
2646,24,Diamante
2647,24,Diamante
2648,24,Diamante
2649,0,Inactivo
2650,0,Inactivo
2651,24,Diamante
2652,21,Diamante
2653,24,Diamante
2654,24,Diamante
2655,24,Diamante
2656,24,Diamante
2657,0,Inactivo
2658,0,Inactivo
2659,24,Diamante
2660,24,Diamante
2661,24,Diamante
2662,24,Diamante
2664,24,Diamante
2665,24,Diamante
2666,24,Diamante
2667,0,Inactivo
2668,0,Inactivo
2669,24,Diamante
2670,24,Diamante
2671,24,Diamante
2672,24,Diamante
2673,24,Diamante
2674,24,Diamante
2675,24,Diamante
2676,0,Inactivo
2677,24,Diamante
2678,24,Diamante
2679,24,Diamante
2680,24,Diamante
2681,0,Inactivo
2682,24,Diamante
2683,24,Diamante
2684,24,Diamante
2685,24,Diamante
2686,24,Diamante
2687,24,Diamante
2688,24,Diamante
2689,24,Diamante
2690,24,Diamante
2691,24,Diamante
2692,24,Diamante
2693,0,Inactivo
2694,24,Diamante
2695,0,Inactivo
2696,24,Diamante
2697,24,Diamante
2698,12,Diamante
2699,24,Diamante
2700,24,Diamante
2701,24,Diamante
2702,24,Diamante
2703,0,Inactivo
2704,24,Diamante
2705,24,Diamante
2706,24,Diamante
2707,24,Diamante
2708,24,Diamante
2709,24,Diamante
2710,24,Diamante
2711,24,Diamante
2712,24,Diamante
2713,24,Diamante
2714,24,Diamante
2715,24,Diamante
2716,24,Diamante
2717,0,Inactivo
2718,24,Diamante
2719,24,Diamante
2720,24,Diamante
2721,0,Inactivo
2722,24,Diamante
2723,13,Diamante
2724,0,Inactivo
2725,24,Diamante
2726,24,Diamante
2727,24,Diamante
2728,24,Diamante
2729,24,Diamante
2730,24,Diamante
2731,24,Diamante
2732,0,Inactivo
2733,0,Inactivo
2734,24,Diamante
2735,24,Diamante
2736,24,Diamante
2737,0,Inactivo
2739,24,Diamante
2740,24,Diamante
2741,24,Diamante
2742,24,Diamante
2743,24,Diamante
2744,0,Inactivo
2745,24,Diamante
2746,0,Inactivo
2747,24,Diamante
2748,24,Diamante
2749,24,Diamante
2750,24,Diamante
2751,24,Diamante
2752,24,Diamante
2753,0,Inactivo
2754,0,Inactivo
2755,24,Diamante
2756,24,Diamante
2757,24,Diamante
2758,0,Inactivo
2759,0,Inactivo
2760,24,Diamante
2761,0,Inactivo
2762,24,Diamante
2763,24,Diamante
2764,24,Diamante
2765,24,Diamante
2766,24,Diamante
2767,24,Diamante
2768,24,Diamante
2769,0,Inactivo
2770,0,Inactivo
2771,24,Diamante
2772,24,Diamante
2773,24,Diamante
2774,0,Inactivo
2775,24,Diamante
2776,24,Diamante
2777,24,Diamante
2778,24,Diamante
2779,24,Diamante
2780,24,Diamante
2781,0,Inactivo
2782,8,Oro
2783,24,Diamante
2784,24,Diamante
2785,24,Diamante
2786,24,Diamante
2787,24,Diamante
2788,24,Diamante
2789,0,Inactivo
2790,0,Inactivo
2791,24,Diamante
2792,24,Diamante
2793,24,Diamante
2794,24,Diamante
2795,24,Diamante
2796,0,Inactivo
2797,24,Diamante
2798,0,Inactivo
2799,24,Diamante
2800,24,Diamante
2801,24,Diamante
2802,24,Diamante
2803,24,Diamante
2804,24,Diamante
2805,24,Diamante
2806,0,Inactivo
2807,24,Diamante
2808,0,Inactivo
2809,24,Diamante
2810,0,Inactivo
2811,24,Diamante
2812,0,Inactivo
2813,24,Diamante
2814,24,Diamante
2815,0,Inactivo
2816,24,Diamante
2817,24,Diamante
2818,0,Inactivo
2819,24,Diamante
2820,24,Diamante
2821,0,Inactivo
2822,24,Diamante
2823,24,Diamante
2824,0,Inactivo
2825,24,Diamante
2826,24,Diamante
2827,24,Diamante
2828,24,Diamante
2829,24,Diamante
2830,24,Diamante
2831,24,Diamante
2832,24,Diamante
2833,24,Diamante
2834,0,Inactivo
2835,0,Inactivo
2836,0,Inactivo
2837,24,Diamante
2838,24,Diamante
2839,24,Diamante
2840,24,Diamante
